branch_ID;branch_order;segment_ID;parent_segment_ID;growth_volume;growth_length;detection;improvement;startX;startY;startZ;endX;endY;endZ;radius;length;species;ID;length_to_leave; inverse_branch_order; length_of_segment;branch_order_cum; cylinder_ID; cylinder_parent_ID; reverse_pipe_order;Allometric_improved;length_to_root;tree_ID; volume (m^3); length (m); height (m); DBH (cm); DBH_taper_linear (cm); cut_height (m);x_position;y_position; cylinder_children_id;segment_children_id
-1;0;5;4;2.84745;362.274;spherefollowing;NO;33.3313;-27.9498;-3.70267;33.2791;-27.4523;-3.35423;0.26192;0.609642;unknown species;17-02 S1 barrer gh3 for QSM.txt;18.6657;5;2.07066;890;12;11;21.4942;ALLOM_TAPER;9.98253;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;13_3932_5254_;6_684_894_
-1;0;6;5;1.6058;263.467;spherefollowing;NO;33.2791;-27.4523;-3.35423;33.3524;-27.3188;-3.08761;0.232622;0.307026;unknown species;17-02 S1 barrer gh3 for QSM.txt;18.1951;5;1.00285;678;13;12;18.7883;NO_ALLOM;9.98694;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;14_;7_673_
-1;0;6;5;1.55361;263.16;spherefollowing;NO;33.3524;-27.3188;-3.08761;33.3493;-27.2156;-2.83852;0.232622;0.269637;unknown species;17-02 S1 barrer gh3 for QSM.txt;17.9087;5;1.00285;678;14;13;18.7883;NO_ALLOM;10.2192;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;15_;7_673_
-1;0;6;5;1.50777;262.89;spherefollowing;NO;33.3493;-27.2156;-2.83852;33.2865;-26.9446;-2.51564;0.216586;0.426189;unknown species;17-02 S1 barrer gh3 for QSM.txt;17.565;5;1.00285;678;15;14;18.7883;NO_ALLOM;10.8019;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;16_3826_;7_673_
-1;0;7;6;1.43977;254.047;spherefollowing;NO;33.2865;-26.9446;-2.51564;33.2735;-26.8176;-2.35265;0.201075;0.20702;unknown species;17-02 S1 barrer gh3 for QSM.txt;17.2413;5;0.716299;666;16;15;18.6279;NO_ALLOM;10.7898;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;17_;8_440_670_
-1;0;7;6;1.41347;253.84;spherefollowing;NO;33.2735;-26.8176;-2.35265;33.2972;-26.3147;-2.27584;0.201075;0.509278;unknown species;17-02 S1 barrer gh3 for QSM.txt;16.8991;5;0.716299;666;17;16;18.6279;NO_ALLOM;11.6013;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;18_2512_3815_;8_440_670_
-1;0;8;7;0.852997;163.52;spherefollowing;NO;33.2972;-26.3147;-2.27584;32.9432;-26.7744;-1.98579;0.201192;0.648654;unknown species;17-02 S1 barrer gh3 for QSM.txt;16.3078;4;0.648654;432;18;17;15;ALLOM_TAPER;12.3894;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;19_2494_;9_435_
-1;0;9;8;0.76872;160.934;spherefollowing;NO;32.9432;-26.7744;-1.98579;32.939;-26.6903;-1.81241;0.191703;0.192753;unknown species;17-02 S1 barrer gh3 for QSM.txt;15.8855;4;0.836179;426;19;18;14.8997;ALLOM_TAPER;12.1262;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;20_;10_433_434_
-1;0;9;8;0.746465;160.741;spherefollowing;RANSAC;32.97;-26.6998;-1.79907;32.9219;-26.6463;-1.65094;0.205214;0.164697;unknown species;17-02 S1 barrer gh3 for QSM.txt;15.7059;4;0.836179;426;20;19;14.8997;NO_ALLOM;12.2628;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;21_;10_433_434_
-1;0;9;8;0.724676;160.576;spherefollowing;RANSAC;32.9046;-26.6375;-1.65134;32.8488;-26.5259;-1.54432;0.164934;0.164343;unknown species;17-02 S1 barrer gh3 for QSM.txt;15.5442;4;0.836179;426;21;20;14.8997;NO_ALLOM;12.4268;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;22_;10_433_434_
-1;0;9;8;0.710631;160.412;spherefollowing;NO;32.8518;-26.5267;-1.54221;32.7797;-26.2954;-1.34185;0.155011;0.314387;unknown species;17-02 S1 barrer gh3 for QSM.txt;15.3069;4;0.836179;426;22;21;14.8997;NO_ALLOM;12.8913;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;23_2487_2491_;10_433_434_
-1;0;10;9;0.68689;159.207;spherefollowing;NO;32.7797;-26.2954;-1.34185;32.8071;-26.1663;-1.22766;0.16443;0.174568;unknown species;17-02 S1 barrer gh3 for QSM.txt;15.0589;4;0.459045;423;23;22;14.8324;ALLOM_TAPER;12.926;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;24_;11_236_430_
-1;0;10;9;0.672063;159.033;spherefollowing;NO;32.8071;-26.1663;-1.22766;32.7819;-25.9027;-1.12348;0.159686;0.284477;unknown species;17-02 S1 barrer gh3 for QSM.txt;14.8327;4;0.459045;423;24;23;14.8324;ALLOM_TAPER;13.3204;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;25_1441_2479_;11_236_430_
-1;0;11;10;0.382383;92.9951;spherefollowing;NO;32.8071;-26.1663;-1.22766;32.9766;-26.2529;-1.00266;0.154798;0.294752;unknown species;17-02 S1 barrer gh3 for QSM.txt;14.527;4;0.928237;225;25;24;10.8167;ALLOM_TAPER;13.6254;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;26_;12_235_
-1;0;11;10;0.360194;92.7003;spherefollowing;NO;32.9766;-26.2529;-1.00266;32.9655;-26.23;-0.897477;0.149888;0.108216;unknown species;17-02 S1 barrer gh3 for QSM.txt;14.3446;4;0.928237;225;26;25;10.8167;ALLOM_TAPER;13.5471;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;27_;12_235_
-1;0;11;10;0.352556;92.5921;spherefollowing;NO;32.9655;-26.23;-0.897477;32.9498;-26.1899;-0.843238;0.146424;0.0692733;unknown species;17-02 S1 barrer gh3 for QSM.txt;14.2703;4;0.928237;225;27;26;10.8167;ALLOM_TAPER;13.5774;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;28_;12_235_
-1;0;11;10;0.34789;92.5229;spherefollowing;NO;32.9498;-26.1899;-0.843238;32.9391;-26.1608;-0.793703;0.14417;0.0584314;unknown species;17-02 S1 barrer gh3 for QSM.txt;14.2143;4;0.928237;225;28;27;10.8167;ALLOM_TAPER;13.625;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;29_;12_235_
-1;0;11;10;0.344075;92.4644;spherefollowing;NO;32.9391;-26.1608;-0.793703;32.927;-26.1219;-0.746418;0.142066;0.0624249;unknown species;17-02 S1 barrer gh3 for QSM.txt;14.1571;4;0.928237;225;29;28;10.8167;ALLOM_TAPER;13.6914;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;30_;12_235_
-1;0;11;10;0.340117;92.402;spherefollowing;NO;32.927;-26.1219;-0.746418;32.9167;-26.1039;-0.700164;0.140034;0.0506759;unknown species;17-02 S1 barrer gh3 for QSM.txt;14.1002;4;0.928237;225;30;29;10.8167;ALLOM_TAPER;13.7304;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;31_;12_235_
-1;0;11;10;0.336995;92.3513;spherefollowing;NO;32.9167;-26.1039;-0.700164;32.9176;-26.1026;-0.627084;0.137442;0.0730966;unknown species;17-02 S1 barrer gh3 for QSM.txt;14.0333;4;0.928237;225;31;30;10.8167;ALLOM_TAPER;13.8259;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;32_;12_235_
-1;0;11;10;0.332657;92.2782;spherefollowing;NO;32.9176;-26.1026;-0.627084;32.8858;-26.0446;-0.533992;0.133832;0.114192;unknown species;17-02 S1 barrer gh3 for QSM.txt;13.9334;4;0.928237;225;32;31;10.8167;ALLOM_TAPER;13.9812;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;33_;12_235_
-1;0;11;10;0.326231;92.164;spherefollowing;NO;32.8858;-26.0446;-0.533992;32.8808;-26.0202;-0.440076;0.129769;0.0971743;unknown species;17-02 S1 barrer gh3 for QSM.txt;13.816;4;0.928237;225;33;32;10.8167;ALLOM_TAPER;14.0613;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;34_1438_;12_235_
-1;0;12;11;0.321086;91.7628;spherefollowing;NO;32.8808;-26.0202;-0.440076;32.8873;-26.0179;-0.365777;0.122934;0.0746146;unknown species;17-02 S1 barrer gh3 for QSM.txt;13.6788;4;0.857192;223;34;33;10.7703;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;14.1134;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;35_;13_217_227_234_
-1;0;12;11;0.317544;91.6882;spherefollowing;NO;32.8873;-26.0179;-0.365777;32.8745;-25.999;-0.293671;0.122934;0.0756098;unknown species;17-02 S1 barrer gh3 for QSM.txt;13.5429;4;0.857192;223;35;34;10.7703;ALLOM_TAPER;14.19;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;36_;13_217_227_234_
-1;0;12;11;0.313954;91.6125;spherefollowing;NO;32.8745;-25.999;-0.293671;32.8485;-25.9368;-0.191398;0.119019;0.122541;unknown species;17-02 S1 barrer gh3 for QSM.txt;13.4128;4;0.857192;223;36;35;10.7703;NO_ALLOM;14.3595;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;37_;13_217_227_234_
-1;0;12;11;0.308501;91.49;spherefollowing;NO;32.8485;-25.9368;-0.191398;32.8374;-25.9345;-0.0721913;0.109678;0.11974;unknown species;17-02 S1 barrer gh3 for QSM.txt;13.3247;4;0.857192;223;37;36;10.7703;NO_ALLOM;14.4764;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;38_;13_217_227_234_
-1;0;12;11;0.303976;91.3703;spherefollowing;NO;32.8374;-25.9345;-0.0721913;32.7189;-26.0157;0.0143641;0.109678;0.16777;unknown species;17-02 S1 barrer gh3 for QSM.txt;13.2598;4;0.857192;223;38;37;10.7703;NO_ALLOM;14.6922;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;39_;13_217_227_234_
-1;0;12;11;0.297635;91.2025;spherefollowing;NO;32.7189;-26.0157;0.0143641;32.5672;-26.0328;-0.240304;0.109678;0.296916;unknown species;17-02 S1 barrer gh3 for QSM.txt;13.133;4;0.857192;223;39;38;10.7703;NO_ALLOM;15.1183;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;40_1312_1351_1430_;13_217_227_234_
-1;0;13;12;0.274799;81.4153;spherefollowing;NO;32.7189;-26.0157;0.0143641;32.9239;-26.0373;0.240672;0.108599;0.306166;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.718;4;0.724152;204;40;39;10.247;ALLOM_TAPER;15.4337;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;41_;14_214_
-1;0;13;12;0.263455;81.1092;spherefollowing;NO;32.9239;-26.0373;0.240672;32.9245;-25.979;0.271634;0.108599;0.066009;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.5386;4;0.724152;204;41;40;10.247;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;15.2595;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;42_;14_214_
-1;0;13;12;0.261009;81.0432;spherefollowing;RANSAC;32.9105;-25.9623;0.262661;32.9691;-25.8782;0.2868;0.114034;0.105263;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.4664;4;0.724152;204;42;41;10.247;NO_ALLOM;15.4041;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;43_;14_214_
-1;0;13;12;0.256709;80.9379;spherefollowing;RANSAC;32.9769;-25.8751;0.291117;32.9631;-25.8816;0.308956;0.114034;0.0234925;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.3989;4;0.724152;204;43;42;10.247;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;15.3458;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;44_;14_214_
-1;0;13;12;0.255749;80.9144;spherefollowing;RANSAC;32.9511;-25.8876;0.312521;32.9316;-25.8553;0.319414;0.114034;0.0383248;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.4065;4;0.724152;204;44;43;10.247;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;15.3989;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;45_;14_214_
-1;0;13;12;0.254184;80.8761;spherefollowing;RANSAC;32.9248;-25.844;0.311302;32.9771;-25.8014;0.30331;0.114034;0.0679621;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.3766;4;0.724152;204;45;44;10.247;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;15.4965;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;46_;14_214_
-1;0;13;12;0.251407;80.8081;spherefollowing;NO;33.0045;-25.7847;0.296859;33.0747;-25.767;0.388643;0.0938545;0.116934;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.2521;4;0.724152;204;46;45;10.247;ALLOM_TAPER;15.6624;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;47_1298_;14_214_
-1;0;14;13;0.248026;79.4918;spherefollowing;NO;33.0747;-25.767;0.388643;33.0832;-25.7635;0.441433;0.0905734;0.0535748;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.1495;4;0.176425;200;47;46;10.1489;ALLOM_TAPER;15.6527;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;48_;15_213_
-1;0;14;13;0.246645;79.4383;spherefollowing;NO;33.0832;-25.7635;0.441433;33.0718;-25.7241;0.487573;0.0884242;0.061765;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.0953;4;0.176425;200;48;47;10.1489;ALLOM_TAPER;15.7226;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;49_;15_213_
-1;0;14;13;0.245128;79.3765;spherefollowing;NO;33.0718;-25.7241;0.487573;33.0728;-25.6661;0.506776;0.0870045;0.0610852;unknown species;17-02 S1 barrer gh3 for QSM.txt;12.0358;4;0.176425;200;49;48;10.1489;ALLOM_TAPER;15.783;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;50_1294_;15_213_
-1;0;15;14;0.243663;79.0517;spherefollowing;RANSAC;33.0728;-25.6661;0.506776;33.0666;-25.6127;0.506844;0.0870045;0.0537638;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.9726;4;0.806609;198;50;49;10.0995;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;15.8295;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;51_;16_210_
-1;0;15;14;0.242384;78.9979;spherefollowing;NO;33.0666;-25.6127;0.506844;33.0451;-25.5615;0.517673;0.0863492;0.0565778;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.9142;4;0.806609;198;51;50;10.0995;ALLOM_TAPER;15.8888;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;52_;16_210_
-1;0;15;14;0.241059;78.9413;spherefollowing;NO;33.0451;-25.5615;0.517673;33.0223;-25.5082;0.53505;0.0857364;0.0605135;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.8535;4;0.806609;198;52;51;10.0995;ALLOM_TAPER;15.9533;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;53_;16_210_
-1;0;15;14;0.239661;78.8808;spherefollowing;NO;33.0223;-25.5082;0.53505;32.9433;-25.4868;0.636246;0.084061;0.130148;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.7777;4;0.806609;198;53;52;10.0995;ALLOM_TAPER;16.1531;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;54_;16_210_
-1;0;15;14;0.236772;78.7507;spherefollowing;RANSAC;32.9236;-25.5086;0.656974;32.94;-25.4769;0.732666;0.135901;0.0836641;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.6865;4;0.806609;198;54;53;10.0995;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;16.1903;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;55_;16_210_
-1;0;15;14;0.231918;78.667;spherefollowing;RANSAC;32.9554;-25.4737;0.732994;32.9271;-25.4146;0.803939;0.135901;0.0965471;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.6012;4;0.806609;198;55;54;10.0995;NO_ALLOM;16.2997;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;56_;16_210_
-1;0;15;14;0.226316;78.5705;spherefollowing;RANSAC;32.94;-25.4132;0.80402;32.9171;-25.2524;0.918128;0.135901;0.198507;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.4453;4;0.806609;198;56;55;10.0995;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;16.6002;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;57_;16_210_
-1;0;15;14;0.214798;78.372;spherefollowing;RANSAC;32.9133;-25.2437;0.907965;32.919;-25.1378;0.977709;0.113322;0.126887;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.266;4;0.806609;198;57;56;10.0995;NO_ALLOM;16.6554;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;58_1274_;16_210_
-1;0;16;15;0.209625;76.6211;spherefollowing;NO;32.919;-25.1378;0.977709;32.8718;-24.9438;0.992496;0.0629364;0.200255;unknown species;17-02 S1 barrer gh3 for QSM.txt;11.0955;4;0.200255;194;58;57;10;NO_ALLOM;16.929;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;59_637_;17_108_
-1;0;17;16;0.166713;38.057;spherefollowing;NO;32.8718;-24.9438;0.992496;32.8205;-24.8792;1.01144;0.0650712;0.0846407;unknown species;17-02 S1 barrer gh3 for QSM.txt;10.9531;4;0.0846407;91;59;58;6.85565;ALLOM_TAPER;16.8981;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;60_627_;18_107_
-1;0;18;17;0.16556;37.5334;spherefollowing;NO;32.8205;-24.8792;1.01144;32.7814;-24.8221;1.03297;0.0629364;0.0724508;unknown species;17-02 S1 barrer gh3 for QSM.txt;10.8743;4;0.141693;89;60;59;6.78233;ALLOM_PIPE_MEDIAN_OVER_SEGMENT;16.9583;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;61_;19_106_
-1;0;18;17;0.164659;37.4609;spherefollowing;NO;32.7814;-24.8221;1.03297;32.7587;-24.7601;1.05392;0.0632688;0.0692424;unknown species;17-02 S1 barrer gh3 for QSM.txt;10.8038;4;0.141693;89;61;60;6.78233;ALLOM_TAPER;17.0244;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;62_621_;19_106_
-1;0;19;18;0.163768;37.0224;spherefollowing;RANSAC;32.7587;-24.7601;1.05392;32.7438;-24.6888;1.05242;0.066708;0.0728488;unknown species;17-02 S1 barrer gh3 for QSM.txt;10.7301;4;0.363375;87;62;61;6.7082;ALLOM_MEDIAN_INSIDE_SEGMENT;17.1008;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;63_;20_105_
-1;0;19;18;0.162749;36.9495;spherefollowing;NO;32.7438;-24.6888;1.05242;32.7592;-24.6324;1.05012;0.0629289;0.0584431;unknown species;17-02 S1 barrer gh3 for QSM.txt;10.6628;4;0.363375;87;63;62;6.7082;ALLOM_TAPER;17.1449;17-02 S1 barrer gh3 for QSM.txt;12.1169;27.1255;18.2742;108.853;109.189;0.32;31.794;-29.7533;64_;20_105_
